UPSTREAM_FEED_ID,SHELF,MNEMONIC,EXTENSION,CSA_ID,VALUE_DATE,ENTITYAGROUP_TRADE_REF,DOD_ENTITYAGROUP_TRADE_REF,OPS_FILE_NUMBER,CE_MARGIN_AGREEMENT_ID,ENTITYAGROUP_ENTITY_NAME,ENTITYAGROUP_ENTITY_ACCOUNT,CLIENT_TRADE_REF,CLIENT_ENTITY_NAME,CLIENT_ACCOUNT,PRODUCT_NAME,TRADE_DATE,MATURITY_DATE,EFFECTIVE_DATE,STRATEGY_CODE,PAY_SIDE_NOTIONAL_CCY_CODE,PAY_SIDE_NOTIONAL,RECEIVE_SIDE_NOTIONAL_CCY_CODE,RECEIVE_SIDE_NOTIONAL,NOTIONAL_CCY_CODE,NOTIONAL,PV_VALUE_DATE,PV_CCY_CODE,PV,PV_USD,PREVIOUS_VALUE_DATE_PV,PV_AMOUNT_DIFFERENCE,PV_PERCENT_DIFFERENCE,INDEPENDENT_AMOUNT_CCY_CODE,INDEPENDENT_AMOUNT,STRIKE_RATE,STRIKE_PRICE_CCY_CODE,INTEREST_RATE,PAY_SIDE_ACCRUAL_RATE,RECEIVE_SIDE_ACCRUAL_RATE,UNDERLYER_ID,UNDERLYER_DESCRIPTION,ENTITYAGROUP_POSITION,PUT_CALL,PRODUCT_PROCESSOR_NAME,PRODUCT_PROCESSOR_ID,MIRROR_TRANSACTION_ID,STRATEGY_NAME,STRATEGY_CONTACT,LOCATION,SENIOR_CONTACT,STRUCTURE_TRADE_REF,SWAPSWIRE_ID,NOTIONAL_CCY_CODE2,NOTIONAL2,Start Date,End Date,UOM,Phys Fin,Commodity Product Name        ,Delivery Location,APAR,Fixed Price,Leg1 Annual Nominal,Leg2 Annual Nominal,Leg1 Fixed Float Ind,Leg2 Fixed Float Ind,Basic Amount Value USD,Trader Id,Trader,Sales Person,Confirmation Status,CPIdentifier,USI,ENTITYALegalEntityIdentifier,CPLegalEntityIdentifier,UniqueProductIdentifier,SourceSystemTradeID,SpotPrice,TerminationFee,TerminationFeeDate,CPNameSourceSystem,CPShortNameSourceSystem       ,CurrentNotional,CurrentNotionalCurrency,OriginalAggregatedQty,ExternalMatchID,GroupTradeID,PremiumAmount,PremiumDate,InitialNotional,InitialNotionalCurrency,TradedSpread,InitialPrice,Regulator,USPersonFlag,USIPrefix,UTI,UTIPrefix,NumberOfContracts,PTH FLAG
,,,,BA-00001,,A-800716,,,,EntityA,,,EntityB,,Interest Rate - Swap,03/13/2012,10/27/2022,03/15/2012,,,,,,CAD,23000000,09/27/2018,CAD,-135798.0724,-104564.5158,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,23000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800717,,,,EntityA,,,EntityB,,Cross Currency - Swap,06/20/2014,02/21/2022,06/24/2014,,,,,,AUD,57000000,09/27/2018,AUD,-186731.9226,-136314.3035,,,,,,,,,,,,,Payer,,,,,,,,,,,SEK,381330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800718,,,,EntityA,,,EntityB,,FX - Swap,01/13/2011,08/27/2024,01/17/2011,,,,,,CHF,6000000,09/27/2018,CHF,-700167.4506,-714170.7996,,,,,,0.372,,,,,,,,,,,,,,,,,,JPY,678780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800719,,,,EntityA,,,EntityB,,Interest Rate - Swaption,07/06/2009,04/16/2029,07/08/2009,,,,,,NOK,17000000,09/27/2018,NOK,1080155.721,129618.6865,,,,,,,,,,,,,Receiver,Put,,,,,,,,,,NOK,17000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800720,,,,EntityA,,,EntityB,,Cross Currency - Swap,05/30/2012,06/23/2026,06/01/2012,,,,,,JPY,25000000,09/27/2018,JPY,-3583895.668,-32255.06101,,,,,,,,,,,,,Payer,,,,,,,,,,,NOK,1875000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800721,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,05/04/2018,10/31/2022,05/08/2018,,,,,,JPY,37000000,09/27/2018,JPY,2235787.846,20122.09062,,,,,,,,,,,,,Receiver,,,,,,,,,,,JPY,37000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800722,,,,EntityA,,,EntityB,,Interest Rate - Swap,09/08/2006,01/18/2022,09/12/2006,,,,,,SEK,51000000,09/27/2018,SEK,1975501.448,217305.1593,,,,,,,,,,,,,Payer,,,,,,,,,,,SEK,51000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800723,,,,EntityA,,,EntityB,,FX - Swap,06/11/2010,11/29/2027,06/15/2010,,,,,,GBP,18000000,09/27/2018,GBP,976157.9769,1249482.21,,,,,,0.178,,,,,,,,,,,,,,,,,,DKK,148320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800724,,,,EntityA,,,EntityB,,Interest Rate - Swaption,04/21/2016,03/28/2030,04/25/2016,,,,,,GBP,45000000,09/27/2018,GBP,-4105438.959,-5254961.867,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,GBP,45000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800725,,,,EntityA,,,EntityB,,Interest Rate - Swaption,09/12/2006,09/15/2025,09/14/2006,,,,,,JPY,12000000,09/27/2018,JPY,-384707.4033,-3462.36663,,,,,,,,,,,,,Payer,Put,,,,,,,,,,JPY,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800726,,,,EntityA,,,EntityB,,Cross Currency - Swap,03/07/2011,04/23/2021,03/09/2011,,,,,,CHF,27000000,09/27/2018,CHF,-3913218.056,-3991482.417,,,,,,,,,,,,,Payer,,,,,,,,,,,JPY,3054510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800727,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,11/17/2008,08/22/2022,11/19/2008,,,,,,CAD,50000000,09/27/2018,CAD,6762113.113,5206827.097,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800728,,,,EntityA,,,EntityB,,Interest Rate - Swap,09/23/2008,02/10/2026,09/25/2008,,,,,,DKK,29000000,09/27/2018,DKK,3211029.161,513764.6657,,,,,,,,,,,,,Payer,,,,,,,,,,,DKK,29000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800729,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,11/08/2010,02/25/2030,11/10/2010,,,,,,USD,77000000,09/27/2018,USD,3966525.763,3966525.763,,,,,,,,,,,,LIB,Payer,,,,,,,,,,,USD,77000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800730,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,12/04/2017,09/25/2024,12/06/2017,,,,,,JPY,24000000,09/27/2018,JPY,-2591534.795,-23323.81315,,,,,,,,,,,,,Payer,,,,,,,,,,,JPY,24000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800731,,,,EntityA,,,EntityB,,Cross Currency - Swap,02/20/2009,03/16/2020,02/24/2009,,,,,,SEK,53000000,09/27/2018,SEK,-7675358.819,-844289.4701,,,,,,,,,,,,,Receiver,,,,,,,,,,,CHF,5830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800732,,,,EntityA,,,EntityB,,Interest Rate - Swap,01/17/2011,01/25/2029,01/19/2011,,,,,,GBP,76000000,09/27/2018,GBP,6461202.316,8270338.965,,,,,,,,,,,,,Receiver,,,,,,,,,,,GBP,76000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800733,,,,EntityA,,,EntityB,,Interest Rate - Swap,07/28/2011,04/28/2025,08/01/2011,,,,,,JPY,43000000,09/27/2018,JPY,-655444.7286,-5899.002557,,,,,,,,,,,,,Receiver,,,,,,,,,,,JPY,43000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800734,,,,EntityA,,,EntityB,,Interest Rate - Swap,05/31/2006,10/20/2023,06/02/2006,,,,,,CAD,65000000,09/27/2018,CAD,-9553836.08,-7356453.782,,,,,,,,,,,,,Payer,,,,,,,,,,,CAD,65000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800735,,,,EntityA,,,EntityB,,Interest Rate - Swap,11/09/2016,07/19/2027,11/11/2016,,,,,,GBP,6000000,09/27/2018,GBP,-84025.48176,-107552.6167,,,,,,,,,,,,,Receiver,,,,,,,,,,,GBP,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800736,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,05/15/2008,08/01/2022,05/19/2008,,,,,,SEK,21000000,09/27/2018,SEK,-1117838.663,-122962.2529,,,,,,,,,,,,,Payer,,,,,,,,,,,SEK,21000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800737,,,,EntityA,,,EntityB,,Cross Currency - Swap,03/21/2016,02/08/2027,03/23/2016,,,,,,SEK,49000000,09/27/2018,SEK,-3881645.893,-426981.0482,,,,,,,,,,,,,Receiver,,,,,,,,,,,CHF,5390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800738,,,,EntityA,,,EntityB,,Interest Rate - Swap,02/28/2007,09/10/2021,03/02/2007,,,,,,GBP,97000000,09/27/2018,GBP,7428539.356,9508530.375,,,,,,,,,,,,,Receiver,,,,,,,,,,,GBP,97000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800739,,,,EntityA,,,EntityB,,Interest Rate - Swaption,09/06/2016,04/03/2028,09/08/2016,,,,,,NOK,27000000,09/27/2018,NOK,803167.1521,96380.05825,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,NOK,27000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800740,,,,EntityA,,,EntityB,,Interest Rate - Swaption,02/24/2006,11/22/2029,02/28/2006,,,,,,CAD,91000000,09/27/2018,CAD,-4728714.393,-3641110.083,,,,,,,,,,,,,Payer,Call,,,,,,,,,,CAD,91000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800741,,,,EntityA,,,EntityB,,Interest Rate - Swaption,06/26/2006,12/17/2025,06/28/2006,,,,,,GBP,18000000,09/27/2018,GBP,49725.56498,63648.72317,,,,,,,,,,,,,Payer,Put,,,,,,,,,,GBP,18000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800742,,,,EntityA,,,EntityB,,Interest Rate - Swaption,10/31/2016,04/15/2030,11/02/2016,,,,,,SEK,98000000,09/27/2018,SEK,-6837675.447,-752144.2992,,,,,,,,,,,,,Receiver,Put,,,,,,,,,,SEK,98000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800743,,,,EntityA,,,EntityB,,Cross Currency - Swap,02/03/2016,12/10/2018,02/05/2016,,,,,,AUD,35000000,09/27/2018,AUD,824191.1375,601659.5304,,,,,,,,,,,,,Receiver,,,,,,,,,,,USD,25550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800744,,,,EntityA,,,EntityB,,Interest Rate - Swaption,12/15/2015,11/19/2030,12/17/2015,,,,,,AUD,65000000,09/27/2018,AUD,-3640374.709,-2657473.537,,,,,,,,,,,,,Payer,Put,,,,,,,,,,AUD,65000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800745,,,,EntityA,,,EntityB,,Interest Rate - Swaption,09/24/2015,12/24/2029,09/28/2015,,,,,,DKK,86000000,09/27/2018,DKK,3359647.215,537543.5544,,,,,,,,,,,,,Payer,Call,,,,,,,,,,DKK,86000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800746,,,,EntityA,,,EntityB,,Interest Rate - Swaption,12/09/2009,06/02/2025,12/11/2009,,,,,,NOK,86000000,09/27/2018,NOK,-10255135.79,-1230616.294,,,,,,,,,,,,,Payer,Put,,,,,,,,,,NOK,86000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800747,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,08/11/2015,05/04/2020,08/13/2015,,,,,,EUR,77000000,09/27/2018,EUR,3423750.123,3971550.142,,,,,,,,,,,,EIB,Receiver,,,,,,,,,,,EUR,77000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800748,,,,EntityA,,,EntityB,,FX - Swap,01/18/2010,10/13/2026,01/20/2010,,,,,,GBP,32000000,09/27/2018,GBP,-215415.7027,-275732.0994,,,,,,0.906,,,,,,,,,,,,,,,,,,DKK,263680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800749,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,06/02/2014,04/08/2019,06/04/2014,,,,,,SEK,65000000,09/27/2018,SEK,6427965.857,707076.2443,,,,,,,,,,,,,Receiver,,,,,,,,,,,SEK,65000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800750,,,,EntityA,,,EntityB,,Interest Rate - Swap,04/16/2012,05/30/2022,04/18/2012,,,,,,JPY,27000000,09/27/2018,JPY,2827507.803,25447.57022,,,,,,,,,,,,,Payer,,,,,,,,,,,JPY,27000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800751,,,,EntityA,,,EntityB,,Cross Currency - Swap,03/05/2012,12/08/2026,03/07/2012,,,,,,GBP,4000000,09/27/2018,GBP,-145670.8044,-186458.6296,,,,,,,,,,,,,Receiver,,,,,,,,,,,DKK,32960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800752,,,,EntityA,,,EntityB,,FX - Swap,02/07/2007,02/04/2021,02/09/2007,,,,,,CHF,64000000,09/27/2018,CHF,-5981505.986,-6101136.106,,,,,,0.376,,,,,,,,,,,,,,,,,,JPY,7240320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800753,,,,EntityA,,,EntityB,,FX - Swap,09/09/2016,05/14/2029,09/13/2016,,,,,,USD,10000000,09/27/2018,USD,1397226.369,1397226.369,,,,,,0.322,,,,,,LIB,,,,,,,,,,,,EUR,8600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800754,,,,EntityA,,,EntityB,,Interest Rate - Swap,12/07/2010,05/06/2026,12/09/2010,,,,,,EUR,88000000,09/27/2018,EUR,3377361.833,3917739.726,,,,,,,,,,,,EIB,Receiver,,,,,,,,,,,EUR,88000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800755,,,,EntityA,,,EntityB,,Cross Currency - Swap,12/23/2013,09/04/2029,12/25/2013,,,,,,DKK,76000000,09/27/2018,DKK,903616.3269,144578.6123,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,15200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800756,,,,EntityA,,,EntityB,,Interest Rate - Swap,06/29/2012,12/30/2027,07/03/2012,,,,,,CAD,22000000,09/27/2018,CAD,700738.073,539568.3162,,,,,,,,,,,,,Payer,,,,,,,,,,,CAD,22000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800757,,,,EntityA,,,EntityB,,Cross Currency - Swap,05/12/2015,11/08/2021,05/14/2015,,,,,,DKK,69000000,09/27/2018,DKK,-4768128.556,-762900.5689,,,,,,,,,,,,,Payer,,,,,,,,,,,CAD,13800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800758,,,,EntityA,,,EntityB,,Interest Rate - Swaption,03/12/2015,03/25/2030,03/16/2015,,,,,,CAD,46000000,09/27/2018,CAD,1839179.662,1416168.34,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,CAD,46000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800759,,,,EntityA,,,EntityB,,FX - Swap,02/19/2018,05/27/2027,02/21/2018,,,,,,AUD,53000000,09/27/2018,AUD,-2459667.344,-1795557.161,,,,,,0.752,,,,,,,,,,,,,,,,,,SEK,354570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800760,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,08/03/2015,04/20/2021,08/05/2015,,,,,,NOK,25000000,09/27/2018,NOK,-170695.8206,-20483.49847,,,,,,,,,,,,,Payer,,,,,,,,,,,NOK,25000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800761,,,,EntityA,,,EntityB,,FX - Swap,07/10/2006,02/17/2028,07/12/2006,,,,,,CHF,72000000,09/27/2018,CHF,1556706.173,1587840.297,,,,,,0.836,,,,,,,,,,,,,,,,,,JPY,8145360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800762,,,,EntityA,,,EntityB,,FX - Swap,11/06/2007,02/04/2019,11/08/2007,,,,,,AUD,42000000,09/27/2018,AUD,-1741241.985,-1271106.649,,,,,,0.494,,,,,,,,,,,,,,,,,,USD,30660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800763,,,,EntityA,,,EntityB,,FX - Swap,03/11/2016,10/13/2028,03/15/2016,,,,,,JPY,57000000,09/27/2018,JPY,-4044740.087,-36402.66079,,,,,,0.484,,,,,,,,,,,,,,,,,,NOK,4275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800764,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,02/08/2012,04/16/2029,02/10/2012,,,,,,CHF,80000000,09/27/2018,CHF,2540796.917,2591612.855,,,,,,,,,,,,,Receiver,,,,,,,,,,,CHF,80000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800765,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,10/09/2006,07/17/2025,10/11/2006,,,,,,CHF,74000000,09/27/2018,CHF,-7297768.754,-7443724.129,,,,,,,,,,,,,Payer,,,,,,,,,,,CHF,74000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800766,,,,EntityA,,,EntityB,,Cross Currency - Swap,12/12/2012,02/18/2019,12/14/2012,,,,,,AUD,64000000,09/27/2018,AUD,-3903673.89,-2849681.94,,,,,,,,,,,,,Payer,,,,,,,,,,,SEK,428160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800767,,,,EntityA,,,EntityB,,Interest Rate - Swaption,08/16/2013,08/19/2020,08/20/2013,,,,,,AUD,41000000,09/27/2018,AUD,4006749.928,2924927.447,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,AUD,41000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800768,,,,EntityA,,,EntityB,,Interest Rate - Swap,09/26/2007,10/14/2021,09/28/2007,,,,,,AUD,10000000,09/27/2018,AUD,-749708.2229,-547287.0027,,,,,,,,,,,,,Receiver,,,,,,,,,,,AUD,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800769,,,,EntityA,,,EntityB,,Interest Rate - Swaption,05/05/2008,12/09/2026,05/07/2008,,,,,,DKK,71000000,09/27/2018,DKK,9130493.551,1460878.968,,,,,,,,,,,,,Payer,Call,,,,,,,,,,DKK,71000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800770,,,,EntityA,,,EntityB,,Interest Rate - Swaption,12/12/2016,02/11/2028,12/14/2016,,,,,,SEK,37000000,09/27/2018,SEK,-2404868.977,-264535.5875,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,SEK,37000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800771,,,,EntityA,,,EntityB,,Interest Rate - Swaption,07/09/2007,01/04/2027,07/11/2007,,,,,,NOK,30000000,09/27/2018,NOK,3094143.432,371297.2118,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,NOK,30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800772,,,,EntityA,,,EntityB,,Interest Rate - Swap,06/27/2016,03/08/2022,06/29/2016,,,,,,CAD,47000000,09/27/2018,CAD,449996.5743,346497.3622,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,47000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800773,,,,EntityA,,,EntityB,,Cross Currency - Swap,05/16/2011,06/08/2029,05/18/2011,,,,,,DKK,31000000,09/27/2018,DKK,-2854049.961,-456647.9937,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,6200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800774,,,,EntityA,,,EntityB,,FX - Swap,06/08/2016,08/07/2028,06/10/2016,,,,,,EUR,66000000,09/27/2018,EUR,-4468620.576,-5183599.869,,,,,,0.708,,,,,,EIB,,,,,,,,,,,,GBP,60060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800775,,,,EntityA,,,EntityB,,Interest Rate - Swaption,08/31/2009,11/09/2022,09/02/2009,,,,,,JPY,27000000,09/27/2018,JPY,2842600.071,25583.40064,,,,,,,,,,,,,Receiver,Put,,,,,,,,,,JPY,27000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800776,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,07/16/2018,11/15/2028,07/18/2018,,,,,,USD,33000000,09/27/2018,USD,-4902334.661,-4902334.661,,,,,,,,,,,,LIB,Receiver,,,,,,,,,,,USD,33000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800777,,,,EntityA,,,EntityB,,FX - Swap,02/26/2010,12/24/2018,03/02/2010,,,,,,AUD,51000000,09/27/2018,AUD,-4591364.246,-3351695.9,,,,,,0.656,,,,,,,,,,,,,,,,,,SEK,341190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800778,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,03/16/2015,10/05/2027,03/18/2015,,,,,,SEK,76000000,09/27/2018,SEK,-7541592.878,-829575.2166,,,,,,,,,,,,,Receiver,,,,,,,,,,,SEK,76000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800779,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,07/31/2015,05/13/2027,08/04/2015,,,,,,USD,95000000,09/27/2018,USD,-2583000.635,-2583000.635,,,,,,,,,,,,LIB,Receiver,,,,,,,,,,,USD,95000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800780,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,10/17/2016,11/22/2022,10/19/2016,,,,,,CAD,74000000,09/27/2018,CAD,-7980175.808,-6144735.372,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,74000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800781,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,12/03/2008,08/21/2028,12/05/2008,,,,,,AUD,88000000,09/27/2018,AUD,-2290331.482,-1671941.982,,,,,,,,,,,,,Receiver,,,,,,,,,,,AUD,88000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800782,,,,EntityA,,,EntityB,,FX - Swap,01/08/2016,08/22/2023,01/12/2016,,,,,,SEK,43000000,09/27/2018,SEK,1075024.629,118252.7092,,,,,,0.422,,,,,,,,,,,,,,,,,,CHF,4730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800783,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,03/05/2018,05/08/2026,03/07/2018,,,,,,NOK,1000000,09/27/2018,NOK,-9479.073432,-1137.488812,,,,,,,,,,,,,Payer,,,,,,,,,,,NOK,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800784,,,,EntityA,,,EntityB,,FX - Swap,03/24/2014,05/03/2021,03/26/2014,,,,,,CHF,75000000,09/27/2018,CHF,8526999.988,8697539.987,,,,,,0.242,,,,,,,,,,,,,,,,,,JPY,8484750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-800785,,,,EntityA,,,EntityB,,FX - Swap,11/19/2015,01/28/2022,11/23/2015,,,,,,GBP,79000000,09/27/2018,GBP,-4409214.734,-5643794.86,,,,,,0.74,,,,,,,,,,,,,,,,,,DKK,650960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
